SharePoint Foundation	Unified Logging Service	b8fx	High	ULS Init Completed (PowerShell.exe, onetnative.dll)
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.ProfileDatabaseCommonSprocsSequence] for [Microsoft.Office.Server.Administration.ProfileDatabase], Phase: 1, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.ProfileDatabaseNewSprocsSequence] for [Microsoft.Office.Server.Administration.ProfileDatabase], Phase: 1, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.UserProfileServerSequence] for [Microsoft.SharePoint.Administration.SPServer], Phase: 2147483647, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.SocialDatabaseSequence] for [Microsoft.Office.Server.Administration.SocialDatabase], Phase: 0, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.SocialDatabaseSprocsSequence] for [Microsoft.Office.Server.Administration.SocialDatabase], Phase: 1, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.UserProfileApplicationSequence] for [Microsoft.Office.Server.Administration.UserProfileApplication], Phase: 2147483647, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Upgrade.UserProfileApplicationProxySequence] for [Microsoft.Office.Server.Administration.UserProfileApplicationProxy], Phase: 2147483647, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.Office.Server.UserProfiles, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.Office.Server.Search, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:00:53.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchAdminDatabaseSequence] for [Microsoft.Office.Server.Search.Administration.SearchAdminDatabase], Phase: 0, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchAnalyticsReportingDatabaseSequence] for [Microsoft.Office.Server.Search.Administration.SearchAnalyticsReportingDatabase], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchGathererDatabaseSequence] for [Microsoft.Office.Server.Search.Administration.SearchGathererDatabase], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchLinksDatabaseSequence] for [Microsoft.Office.Server.Search.Administration.SearchLinksDatabase], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchServiceSequence] for [Microsoft.SharePoint.Administration.SPFarm], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchServiceSequence2] for [Microsoft.SharePoint.Administration.SPPrejoinedFarm], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchServiceApplicationSequence] for [Microsoft.Office.Server.Search.Administration.SearchServiceApplication], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SearchSettingsDatabaseSequence] for [Microsoft.Office.Server.Search.Administration.SearchSettingsDatabase], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.ServerSequence] for [Microsoft.SharePoint.Administration.SPServer], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.Search.Upgrade.SiteSequence] for [Microsoft.SharePoint.SPSite], Phase: 2147483647, Order: 10. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.Office.Server.Search, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.PerformancePoint.Scorecards.Upgrade, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.11 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.PerformancePoint.Scorecards.Upgrade.PPSFarmSequence] for [Microsoft.SharePoint.Administration.SPFarm], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.76 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Upgrade.BIMonitoringServiceApplicationSequence] for [Microsoft.PerformancePoint.Scorecards.BIMonitoringServiceApplication], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.76 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.PerformancePoint.Scorecards.Upgrade.PPSDatabaseSequence] for [Microsoft.PerformancePoint.Scorecards.BIMonitoringServiceDatabase], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:00:58.76 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.PerformancePoint.Scorecards.Upgrade, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:00:58.76 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.Office.SecureStoreService, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:00:58.76 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.SecureStoreService.Server.Upgrade.SecureStoreDatabaseSequence] for [Microsoft.Office.SecureStoreService.Server.SecureStoreServiceDatabase], Phase: 2147483647, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.SecureStoreService.Server.Upgrade.SecureStoreServiceApplicationSequence] for [Microsoft.Office.SecureStoreService.Server.SecureStoreServiceApplication], Phase: 2147483647, Order: 17. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	awbky	High	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager awbky INFO Ignoring upgrade sequence: Microsoft.Office.SecureStoreService.Server.Upgrade.SecureStoreServiceExtensionSequence because related content database extension Microsoft.Office.SecureStoreService.Server.SecureStoreServiceDatabaseExtension is not enabled. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.Office.SecureStoreService, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.SharePoint.Portal.Upgrade, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.ApplicationRegistry.Upgrade.BdcO14SharedResourceProvider12Sequence] for [Microsoft.Office.Server.Upgrade.SharedResourceProvider12], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Portal.Upgrade.FarmSequence] for [Microsoft.SharePoint.Administration.SPFarm], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Portal.Upgrade.IisWebSiteSequence] for [Microsoft.SharePoint.Administration.SPIisWebSite], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Portal.Upgrade.PrejoinedFarmSequence] for [Microsoft.SharePoint.Administration.SPPrejoinedFarm], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Portal.Upgrade.MossSiteSequence] for [Microsoft.SharePoint.SPSite], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Portal.Upgrade.MossWebSequence] for [Microsoft.SharePoint.SPWeb], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.SharePoint.Portal.Upgrade.WebApplicationSequence] for [Microsoft.SharePoint.Administration.SPWebApplication], Phase: 2147483647, Order: 5. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.SharePoint.Portal.Upgrade, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.Office.TranslationServices, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:00:58.92 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.TranslationServices.QueueDatabaseSequence] for [Microsoft.Office.TranslationServices.QueueDatabase], Phase: 2147483647, Order: 11. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.TranslationServices.ServiceAppSequence] for [Microsoft.Office.TranslationServices.TranslationServiceApplication], Phase: 2147483647, Order: 11. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:01:00.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.Office.TranslationServices, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:01:00.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.Office.Word.Server, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:01:00.20 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.22 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Word.Server.Service.Upgrade.QueueDatabaseSequence] for [Microsoft.Office.Word.Server.Service.QueueDatabase], Phase: 2147483647, Order: 11. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.22 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Word.Server.Service.Upgrade.ServiceAppSequence] for [Microsoft.Office.Word.Server.Service.WordServiceApplication], Phase: 2147483647, Order: 11. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:01:00.22 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.Office.Word.Server, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:01:00.23 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.Office.Server.WebAnalytics, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:01:00.23 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyp	Medium	12/16/2021 04:01:00.23 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyp DEBUG Registering [Microsoft.Office.Server.WebAnalytics.Upgrade.WebAnalyticsSiteSequence] for [Microsoft.SharePoint.SPSite], Phase: 2147483647, Order: 4. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyyd	Medium	12/16/2021 04:01:00.23 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyyd DEBUG End registering Microsoft.Office.Server.WebAnalytics, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyx8	Medium	12/16/2021 04:01:00.23 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyx8 DEBUG Begin registering Microsoft.SharePoint.WorkflowServicesBase, Version=16.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c. 00000000-0000-0000-0000-000000000000
SharePoint Foundation	Upgrade	ajyya	Medium	12/16/2021 04:01:00.23 powershell (0x313C) 0x32B8 SharePoint Foundation Upgrade SPDelegateManager ajyya DEBUG No assembly manifest found. 00000000-0000-0000-0000-000000000000
